dump line| message    | work id  | digitised b numbers            | Sierra system b numbers
 1063784 |            | y9x7y85j | b1991698x                      | b1991698x
 1063821 |            | yrezt66z | b24940021                      | b24940021
 1063890 |            | t89ej55q | b29278326                      | b29278326
 1063927 |            | a4979sgk | b21999454                      | b21999454
 1063970 |            | uyg987mh | b24958074                      | b24958074
 1064005 |            | vbky849b | b24963057                      | b24963057
 1064043 |            | nbnzsk83 | b29273390                      | b29273390
 1064078 |            | wd3wntrg | b22001256                      | b22001256
 1064120 |            | ug4v2dut | b19900211                      | b19900211
 1064149 |            | sw5gp9d2 | b24956983                      | b24956983
 1064173 |            | v9j8cam4 | b24940719                      | b24940719
 1064217 |            | t62xrh68 | b24950683                      | b24950683
 1064255 |            | krxfrhzu | b19926959                      | b19926959
 1064312 |            | frj852b7 | b24941177                      | b24941177
 1064345 |            | gg2gc2v7 | b19888016                      | b19888016
 1064386 |            | rrj9yzkd | b20047617                      | b20047617
 1064431 |            | xdubydbg | b24964372                      | b24964372
 1064468 |            | tuuegav4 | b19927484                      | b19927484
 1064487 |            | pk6tn5kz | b29273298                      | b29273298
 1064506 |            | hyyf2pvu | b20047861                      | b20047861
 1064537 |            | x3hu7f3c | b24964669                      | b24964669
 1064587 |            | rcu84mur | b19903194                      | b19903194
 1064631 |            | sx53neza | b29275076                      | b29275076
 1064663 |            | qh2nd6fk | b2495035x                      | b2495035x
 1064716 |            | hmexmxx4 | b31404431                      | b31404431
 1064752 |            | pxjcx88p | b19947975                      | b19947975
 1064815 |            | g38ut995 | b29273468                      | b29273468
 1064879 |            | kpdnemk4 | b29273729                      | b29273729
 1064910 |            | new4zkvp | b24939456                      | b24939456
 1064931 |            | rjx4m4y5 | b24949437                      | b24949437
 1064959 |            | qv9vvfb9 | b24945353                      | b24945353
 1064988 |            | vnh83fge | b24942315                      | b24942315
 1065037 |            | bme5trxw | b19928920                      | b19928920
 1065093 |            | p89qux75 | b19950974                      | b19950974
 1065142 |            | jajphyp9 | b19891969                      | b19891969
 1065182 |            | e596ctut | b21999594                      | b21999594
 1065281 |            | mzjt3ytz | b24961164                      | b24961164
 1065315 |            | w6dspxvw | b24954019                      | b24954019
 1065349 |            | vh49y3sg | b19944172                      | b19944172
 1065419 |            | hya9mush | b24946485                      | b24946485
 1065472 |            | tx9nkszf | b2021733x                      | b2021733x
 1065550 |            | zxfex68u | b21899812                      | b21899812
 1065606 |            | gjae44cq | b2022381x                      | b2022381x
 1065673 |            | n52yv84u | b19267903                      | b19267903
 1065701 |            | rhnq8g2m | b29277759                      | b29277759
 1065752 |            | mnkcmz8a | b19235604                      | b19235604
 1065827 |            | r48a6krd | b19912213                      | b19912213
 1065893 |            | bjkhkgp6 | b19929444                      | b19929444
 1065930 |            | z96e59v8 | b24956338                      | b24956338
 1065969 |            | f9wpnd3n | b20226007                      | b20226007
 1066059 |            | sn9cxffs | b20227073                      | b20227073
 1066109 |            | v3mru7ur | b19255536                      | b19255536
 1066182 |            | drxdn554 | b20226512                      | b20226512
 1066224 |            | pt3j3j3x | b24937861                      | b24937861
 1066279 |            | y5wd2enu | b20217262                      | b20217262
 1066333 |            | tjs25z3j | b19910277                      | b19910277
 1066419 |            | gdf2cv7r | b24939602                      | b24939602
 1066467 |            | venbzgsg | b20217663                      | b20217663
 1066581 |            | am2zjhc8 | b29280783                      | b29280783
 1066686 |            | hus7e2yx | b29281672                      | b29281672
 1066776 |            | zwx2uget | b29275945                      | b29275945
 1066848 |            | aru42vzg | b20226445                      | b20226445
 1066900 |            | s6v653vw | b21898625                      | b21898625
 1066951 |            | n9szf9qt | b20226664                      | b20226664
 1067029 |            | f2vaewbu | b19897595                      | b19897595
 1067080 |            | u6974kk3 | b2496556x                      | b2496556x
 1067166 |            | dhkabsxj | b19904253                      | b19904253
 1067218 |            | se2v64j7 | b21899629                      | b21899629
 1067288 |            | qzp8ah2f | b22000677                      | b22000677
 1067337 |            | d4mzq7bq | b24937022                      | b24937022
 1067370 |            | re5y5dbp | b24942753                      | b24942753
 1067421 |            | hz6pwfj4 | b24949735                      | b24949735
 1067472 |            | sz55m777 | b2493754x                      | b2493754x
 1067527 |            | dcphqhab | b20212793                      | b20212793
 1067581 |            | wwt9djdb | b19915895                      | b19915895
 1067665 |            | jzyrdzjs | b24960561                      | b24960561
 1067725 |            | ymawf6je | b17726451                      | b17726451
 1067774 |            | w2v6xb9f | b18166908                      | b18166908
 1067806 |            | nu838ur6 | b19678915                      | b19678915
 1067837 |            | rmcf3ejh | b18397402                      | b18397402
 1067880 |            | ue2xz9x2 | b18183049                      | b18183049
 1067913 |            | be6w2px9 | b2003202x                      | b2003202x
 1067953 |            | vks5hb7s | b1881640x                      | b1881640x
 1068015 |            | yhvyaw4k | b18174188                      | b18174188
 1068056 |            | mdt6arc4 | b18442079                      | b18442079
 1068118 |            | bsffsamk | b1977199x                      | b1977199x
 1068167 |            | jy7s34sw | b20269511                      | b20269511
